type_of_service,actual_year,actual_year,actual_year_month,vessel_country_code,count,row_num,country_name
House to House,2019,2019,2019-02,HK,155914,2,Hong Kong
House to House,2019,2019,2019-02,LR,99982,3,Liberia
House to House,2019,2019,2019-02,SG,78069,4,Singapore
House to House,2019,2019,2019-02,GB,58743,5,United Kingdom
House to House,2019,2019,2019-02,MT,58589,6,Malta
House to House,2019,2019,2019-02,DK,34673,7,Denmark
House to House,2019,2019,2019-02,DE,33599,8,Germany
House to House,2019,2019,2019-02,PT,31702,9,Portugal
House to House,2019,2019,2019-02,US,28420,10,United States
House to House,2019,2019,2019-03,HK,161778,1,Hong Kong
House to House,2019,2019,2019-03,PA,150404,2,Panama
House to House,2019,2019,2019-03,LR,123289,3,Liberia
House to House,2019,2019,2019-03,GB,55626,4,United Kingdom
House to House,2019,2019,2019-03,SG,53430,5,Singapore
House to House,2019,2019,2019-03,MT,51999,6,Malta
House to House,2019,2019,2019-03,DE,44856,7,Germany
House to House,2019,2019,2019-03,PT,35393,8,Portugal
House to House,2019,2019,2019-03,DK,32707,9,Denmark
House to House,2019,2019,2019-03,US,28664,10,United States
House to House,2019,2019,2019-04,PA,200619,1,Panama
House to House,2019,2019,2019-04,HK,181785,2,Hong Kong
House to House,2019,2019,2019-04,LR,152116,3,Liberia
House to House,2019,2019,2019-04,SG,85339,4,Singapore
House to House,2019,2019,2019-04,MT,51242,5,Malta
House to House,2019,2019,2019-04,GB,51047,6,United Kingdom
House to House,2019,2019,2019-04,DE,39308,7,Germany
House to House,2019,2019,2019-04,US,30971,8,United States
House to House,2019,2019,2019-04,PT,30017,9,Portugal
House to House,2019,2019,2019-04,MH,24525,10,Marshall Islands
House to House,2019,2019,2019-05,PA,195860,1,Panama
House to House,2019,2019,2019-05,HK,194030,2,Hong Kong
House to House,2019,2019,2019-05,LR,143104,3,Liberia
House to House,2019,2019,2019-05,SG,90171,4,Singapore
House to House,2019,2019,2019-05,MT,55369,5,Malta
House to House,2019,2019,2019-05,GB,55178,6,United Kingdom
House to House,2019,2019,2019-05,DE,52323,7,Germany
House to House,2019,2019,2019-05,PT,51162,8,Portugal
House to House,2019,2019,2019-05,US,28844,9,United States
House to House,2019,2019,2019-05,DK,27317,10,Denmark
House to House,2019,2019,2019-06,HK,194253,1,Hong Kong
House to House,2019,2019,2019-06,PA,165721,2,Panama
House to House,2019,2019,2019-06,LR,138894,3,Liberia
House to House,2019,2019,2019-06,SG,96349,4,Singapore
House to House,2019,2019,2019-06,DE,59624,5,Germany
House to House,2019,2019,2019-06,GB,49038,6,United Kingdom
House to House,2019,2019,2019-06,MT,45346,7,Malta
House to House,2019,2019,2019-06,US,30113,8,United States
House to House,2019,2019,2019-06,PT,27816,9,Portugal
House to House,2019,2019,2019-06,MH,25974,10,Marshall Islands
House to House,2019,2019,2019-07,HK,220921,1,Hong Kong
House to House,2019,2019,2019-07,PA,187763,2,Panama
House to House,2019,2019,2019-07,LR,157144,3,Liberia
House to House,2019,2019,2019-07,SG,102695,4,Singapore
House to House,2019,2019,2019-07,DE,58796,5,Germany
House to House,2019,2019,2019-07,GB,55637,6,United Kingdom
House to House,2019,2019,2019-07,MT,38892,7,Malta
House to House,2019,2019,2019-07,TW,37323,8,Taiwan
House to House,2019,2019,2019-07,FR,32186,9,France
House to House,2019,2019,2019-07,PT,32166,10,Portugal
House to House,2019,2019,2019-08,HK,193334,1,Hong Kong
House to House,2019,2019,2019-08,PA,175155,2,Panama
House to House,2019,2019,2019-08,LR,150639,3,Liberia
House to House,2019,2019,2019-08,SG,101303,4,Singapore
House to House,2019,2019,2019-08,GB,56145,5,United Kingdom
House to House,2019,2019,2019-08,DE,54266,6,Germany
House to House,2019,2019,2019-08,MT,51783,7,Malta
House to House,2019,2019,2019-08,PT,31956,8,Portugal
House to House,2019,2019,2019-08,MH,28357,9,Marshall Islands
House to House,2019,2019,2019-08,US,27433,10,United States
House to House,2019,2019,2019-09,HK,188936,1,Hong Kong
House to House,2019,2019,2019-09,PA,144833,2,Panama
House to House,2019,2019,2019-09,LR,143713,3,Liberia
House to House,2019,2019,2019-09,SG,80211,4,Singapore
House to House,2019,2019,2019-09,GB,65967,5,United Kingdom
House to House,2019,2019,2019-09,DE,52917,6,Germany
House to House,2019,2019,2019-09,MT,36193,7,Malta
House to House,2019,2019,2019-09,PT,34078,8,Portugal
House to House,2019,2019,2019-09,MH,27353,9,Marshall Islands
House to House,2019,2019,2019-09,TW,23950,10,Taiwan
House to House,2019,2019,2019-10,HK,195280,1,Hong Kong
House to House,2019,2019,2019-10,PA,165260,2,Panama
House to House,2019,2019,2019-10,LR,147288,3,Liberia
House to House,2019,2019,2019-10,SG,90784,4,Singapore
House to House,2019,2019,2019-10,DE,61234,5,Germany
House to House,2019,2019,2019-10,GB,54240,6,United Kingdom
House to House,2019,2019,2019-10,PT,44481,7,Portugal
House to House,2019,2019,2019-10,MT,42083,8,Malta
House to House,2019,2019,2019-10,TW,36322,9,Taiwan
House to House,2019,2019,2019-10,US,28378,10,United States
House to House,2019,2019,2019-11,HK,156287,1,Hong Kong
House to House,2019,2019,2019-11,LR,137851,2,Liberia
House to House,2019,2019,2019-11,PA,134917,3,Panama
House to House,2019,2019,2019-11,SG,81015,4,Singapore
House to House,2019,2019,2019-11,DE,52347,5,Germany
House to House,2019,2019,2019-11,GB,47987,6,United Kingdom
House to House,2019,2019,2019-11,MT,37090,7,Malta
House to House,2019,2019,2019-11,PT,31334,8,Portugal
House to House,2019,2019,2019-11,TW,28923,9,Taiwan
House to House,2019,2019,2019-11,MH,28790,10,Marshall Islands
House to House,2019,2019,2019-12,HK,168917,1,Hong Kong
House to House,2019,2019,2019-12,PA,136384,2,Panama
House to House,2019,2019,2019-12,LR,135761,3,Liberia
House to House,2019,2019,2019-12,SG,92961,4,Singapore
House to House,2019,2019,2019-12,MT,47290,5,Malta
House to House,2019,2019,2019-12,DE,42426,6,Germany
House to House,2019,2019,2019-12,GB,39015,7,United Kingdom
House to House,2019,2019,2019-12,PT,26992,8,Portugal
House to House,2019,2019,2019-12,MH,25388,9,Marshall Islands
House to House,2019,2019,2019-12,DK,25241,10,Denmark
House to House,2020,2020,2020-01,HK,188456,1,Hong Kong
House to House,2020,2020,2020-01,PA,138354,2,Panama
House to House,2020,2020,2020-01,LR,122335,3,Liberia
House to House,2020,2020,2020-01,SG,77629,4,Singapore
House to House,2020,2020,2020-01,GB,62927,5,United Kingdom
House to House,2020,2020,2020-01,DE,56429,6,Germany
House to House,2020,2020,2020-01,MT,38855,7,Malta
House to House,2020,2020,2020-01,PT,31559,8,Portugal
House to House,2020,2020,2020-01,TW,27468,9,Taiwan
House to House,2020,2020,2020-01,MH,26861,10,Marshall Islands
House to House,2020,2020,2020-02,HK,154107,1,Hong Kong
House to House,2020,2020,2020-02,PA,135007,2,Panama
House to House,2020,2020,2020-02,LR,132743,3,Liberia
House to House,2020,2020,2020-02,SG,61606,4,Singapore
House to House,2020,2020,2020-02,MT,51641,5,Malta
House to House,2020,2020,2020-02,DE,41425,6,Germany
House to House,2020,2020,2020-02,GB,37337,7,United Kingdom
House to House,2020,2020,2020-02,PT,29434,8,Portugal
House to House,2020,2020,2020-02,MH,26182,9,Marshall Islands
House to House,2020,2020,2020-02,US,24006,10,United States
House to House,2020,2020,2020-03,PA,164578,1,Panama
House to House,2020,2020,2020-03,LR,148927,2,Liberia
House to House,2020,2020,2020-03,HK,104132,3,Hong Kong
House to House,2020,2020,2020-03,SG,67287,4,Singapore
House to House,2020,2020,2020-03,DE,61936,5,Germany
House to House,2020,2020,2020-03,MT,42503,6,Malta
House to House,2020,2020,2020-03,GB,31949,7,United Kingdom
House to House,2020,2020,2020-03,US,27016,8,United States
House to House,2020,2020,2020-03,PT,25195,9,Portugal
House to House,2020,2020,2020-03,FR,24704,10,France
House to House,2020,2020,2020-04,HK,170692,1,Hong Kong
House to House,2020,2020,2020-04,LR,158658,2,Liberia
House to House,2020,2020,2020-04,PA,133961,3,Panama
House to House,2020,2020,2020-04,SG,75297,4,Singapore
House to House,2020,2020,2020-04,GB,62884,5,United Kingdom
House to House,2020,2020,2020-04,MT,41923,6,Malta
House to House,2020,2020,2020-04,DK,32867,7,Denmark
House to House,2020,2020,2020-04,DE,32726,8,Germany
House to House,2020,2020,2020-04,PT,29363,9,Portugal
House to House,2020,2020,2020-04,TW,27459,10,Taiwan
House to House,2020,2020,2020-05,HK,161661,1,Hong Kong
House to House,2020,2020,2020-05,LR,137052,2,Liberia
House to House,2020,2020,2020-05,PA,128344,3,Panama
House to House,2020,2020,2020-05,SG,81374,4,Singapore
House to House,2020,2020,2020-05,MT,36557,5,Malta
House to House,2020,2020,2020-05,DE,30524,6,Germany
House to House,2020,2020,2020-05,GB,30421,7,United Kingdom
House to House,2020,2020,2020-05,US,23827,8,United States
House to House,2020,2020,2020-05,MH,19419,9,Marshall Islands
House to House,2020,2020,2020-05,TW,16866,10,Taiwan
House to House,2020,2020,2020-06,HK,197339,1,Hong Kong
House to House,2020,2020,2020-06,PA,154990,2,Panama
House to House,2020,2020,2020-06,LR,120920,3,Liberia
House to House,2020,2020,2020-06,SG,53152,4,Singapore
House to House,2020,2020,2020-06,GB,44880,5,United Kingdom
House to House,2020,2020,2020-06,DE,42020,6,Germany
House to House,2020,2020,2020-06,DK,37690,7,Denmark
House to House,2020,2020,2020-06,PT,37195,8,Portugal
House to House,2020,2020,2020-06,MT,35391,9,Malta
House to House,2020,2020,2020-06,US,23937,10,United States
House to House,2020,2020,2020-07,HK,210097,1,Hong Kong
House to House,2020,2020,2020-07,PA,171327,2,Panama
House to House,2020,2020,2020-07,LR,145586,3,Liberia
House to House,2020,2020,2020-07,SG,78320,4,Singapore
House to House,2020,2020,2020-07,MT,70036,5,Malta
House to House,2020,2020,2020-07,GB,50858,6,United Kingdom
House to House,2020,2020,2020-07,DK,40721,7,Denmark
House to House,2020,2020,2020-07,MH,40134,8,Marshall Islands
House to House,2020,2020,2020-07,DE,34936,9,Germany
House to House,2020,2020,2020-07,US,30096,10,United States
House to House,2020,2020,2020-08,HK,222306,1,Hong Kong
House to House,2020,2020,2020-08,PA,202597,2,Panama
House to House,2020,2020,2020-08,LR,176545,3,Liberia
House to House,2020,2020,2020-08,SG,85799,4,Singapore
House to House,2020,2020,2020-08,DE,64729,5,Germany
House to House,2020,2020,2020-08,GB,55192,6,United Kingdom
House to House,2020,2020,2020-08,MT,53738,7,Malta
House to House,2020,2020,2020-08,US,52065,8,United States
House to House,2020,2020,2020-08,MH,45808,9,Marshall Islands
House to House,2020,2020,2020-08,PT,37602,10,Portugal
House to House,2020,2020,2020-09,PA,195300,1,Panama
House to House,2020,2020,2020-09,HK,189229,2,Hong Kong
House to House,2020,2020,2020-09,LR,158943,3,Liberia
House to House,2020,2020,2020-09,SG,77083,4,Singapore
House to House,2020,2020,2020-09,MT,44770,5,Malta
House to House,2020,2020,2020-09,PT,44715,6,Portugal
House to House,2020,2020,2020-09,US,43993,7,United States
House to House,2020,2020,2020-09,GB,40667,8,United Kingdom
House to House,2020,2020,2020-09,DK,31292,9,Denmark
House to House,2020,2020,2020-09,MH,29164,10,Marshall Islands
House to Pier,2018,2018,2018-01,LR,5325,1,Liberia
House to Pier,2018,2018,2018-01,HK,3373,2,Hong Kong
House to Pier,2018,2018,2018-01,PT,3350,3,Portugal
House to Pier,2018,2018,2018-01,PA,2301,4,Panama
House to Pier,2018,2018,2018-01,DE,2288,5,Germany
House to Pier,2018,2018,2018-01,MT,1705,6,Malta
House to Pier,2018,2018,2018-01,SG,1210,7,Singapore
House to Pier,2018,2018,2018-01,GB,796,8,United Kingdom
House to Pier,2018,2018,2018-01,CY,775,9,Cyprus
House to Pier,2018,2018,2018-01,US,518,10,United States
House to Pier,2018,2018,2018-02,LR,5540,1,Liberia
House to Pier,2018,2018,2018-02,PA,5068,2,Panama
House to Pier,2018,2018,2018-02,HK,2878,3,Hong Kong
House to Pier,2018,2018,2018-02,PT,2473,4,Portugal
House to Pier,2018,2018,2018-02,MT,2324,5,Malta
House to Pier,2018,2018,2018-02,DE,2175,6,Germany
House to Pier,2018,2018,2018-02,SG,1516,7,Singapore
House to Pier,2018,2018,2018-02,GB,1420,8,United Kingdom
House to Pier,2018,2018,2018-02,MH,820,9,Marshall Islands
House to Pier,2018,2018,2018-02,US,669,10,United States
House to Pier,2018,2018,2018-03,LR,5852,1,Liberia
House to Pier,2018,2018,2018-03,PT,4227,2,Portugal
House to Pier,2018,2018,2018-03,HK,3655,3,Hong Kong
House to Pier,2018,2018,2018-03,DE,2866,4,Germany
House to Pier,2018,2018,2018-03,PA,2491,5,Panama
House to Pier,2018,2018,2018-03,MT,2195,6,Malta
House to Pier,2018,2018,2018-03,GB,1908,7,United Kingdom
House to Pier,2018,2018,2018-03,SG,1435,8,Singapore
House to Pier,2018,2018,2018-03,TW,954,9,Taiwan
House to Pier,2018,2018,2018-03,CY,723,10,Cyprus
House to Pier,2018,2018,2018-04,PA,6681,1,Panama
House to Pier,2018,2018,2018-04,LR,6201,2,Liberia
House to Pier,2018,2018,2018-04,HK,4360,3,Hong Kong
House to Pier,2018,2018,2018-04,SG,2976,4,Singapore
House to Pier,2018,2018,2018-04,MT,2847,5,Malta
House to Pier,2018,2018,2018-04,PT,2595,6,Portugal
House to Pier,2018,2018,2018-04,GB,1669,7,United Kingdom
House to Pier,2018,2018,2018-04,TW,1202,8,Taiwan
House to Pier,2018,2018,2018-04,DE,882,9,Germany
House to Pier,2018,2018,2018-04,US,783,10,United States
House to Pier,2018,2018,2018-05,HK,8192,1,Hong Kong
House to Pier,2018,2018,2018-05,LR,4897,2,Liberia
House to Pier,2018,2018,2018-05,PA,3995,3,Panama
House to Pier,2018,2018,2018-05,GB,3232,4,United Kingdom
House to Pier,2018,2018,2018-05,PT,2962,5,Portugal
House to Pier,2018,2018,2018-05,SG,2139,6,Singapore
House to Pier,2018,2018,2018-05,MT,2126,7,Malta
House to Pier,2018,2018,2018-05,DE,1659,8,Germany
House to Pier,2018,2018,2018-05,FR,1550,9,France
House to Pier,2018,2018,2018-05,MH,1326,10,Marshall Islands
House to Pier,2018,2018,2018-06,SG,5381,1,Singapore
House to Pier,2018,2018,2018-06,HK,4829,2,Hong Kong
House to Pier,2018,2018,2018-06,PA,4505,3,Panama
House to Pier,2018,2018,2018-06,LR,4487,4,Liberia
House to Pier,2018,2018,2018-06,GB,3427,5,United Kingdom
House to Pier,2018,2018,2018-06,CY,2260,6,Cyprus
House to Pier,2018,2018,2018-06,PT,2071,7,Portugal
House to Pier,2018,2018,2018-06,MT,1663,8,Malta
House to Pier,2018,2018,2018-06,DE,1269,9,Germany
House to Pier,2018,2018,2018-06,TW,675,10,Taiwan
House to Pier,2018,2018,2018-07,GB,6097,1,United Kingdom
House to Pier,2018,2018,2018-07,PA,5390,2,Panama
House to Pier,2018,2018,2018-07,LR,4329,3,Liberia
House to Pier,2018,2018,2018-07,HK,3919,4,Hong Kong
House to Pier,2018,2018,2018-07,SG,3133,5,Singapore
House to Pier,2018,2018,2018-07,CY,2148,6,Cyprus
House to Pier,2018,2018,2018-07,MT,2045,7,Malta
House to Pier,2018,2018,2018-07,PT,1515,8,Portugal
House to Pier,2018,2018,2018-07,DE,1467,9,Germany
House to Pier,2018,2018,2018-07,US,765,10,United States
House to Pier,2018,2018,2018-08,GB,7902,1,United Kingdom
House to Pier,2018,2018,2018-08,HK,5387,2,Hong Kong
House to Pier,2018,2018,2018-08,LR,5061,3,Liberia
House to Pier,2018,2018,2018-08,SG,3542,4,Singapore
House to Pier,2018,2018,2018-08,PA,3271,5,Panama
House to Pier,2018,2018,2018-08,PT,2165,6,Portugal
House to Pier,2018,2018,2018-08,MT,1885,7,Malta
House to Pier,2018,2018,2018-08,MH,1364,8,Marshall Islands
House to Pier,2018,2018,2018-08,DE,906,9,Germany
House to Pier,2018,2018,2018-08,AG,832,10,Antigua and Barbuda
House to Pier,2018,2018,2018-09,PA,5196,1,Panama
House to Pier,2018,2018,2018-09,LR,4325,2,Liberia
House to Pier,2018,2018,2018-09,HK,3956,3,Hong Kong
House to Pier,2018,2018,2018-09,GB,3018,4,United Kingdom
House to Pier,2018,2018,2018-09,SG,2516,5,Singapore
House to Pier,2018,2018,2018-09,MT,2133,6,Malta
House to Pier,2018,2018,2018-09,BS,1245,7,Bahamas
House to Pier,2018,2018,2018-09,CY,968,8,Cyprus
House to Pier,2018,2018,2018-09,PT,786,9,Portugal
House to Pier,2018,2018,2018-09,DE,748,10,Germany
House to Pier,2018,2018,2018-10,LR,4812,1,Liberia
House to Pier,2018,2018,2018-10,HK,4805,2,Hong Kong
House to Pier,2018,2018,2018-10,GB,3798,3,United Kingdom
House to Pier,2018,2018,2018-10,PA,3760,4,Panama
House to Pier,2018,2018,2018-10,SG,2509,5,Singapore
House to Pier,2018,2018,2018-10,PT,1376,6,Portugal
House to Pier,2018,2018,2018-10,MT,1046,7,Malta
House to Pier,2018,2018,2018-10,CY,934,8,Cyprus
House to Pier,2018,2018,2018-10,TW,857,9,Taiwan
House to Pier,2018,2018,2018-10,DE,712,10,Germany
House to Pier,2018,2018,2018-11,LR,4352,1,Liberia
House to Pier,2018,2018,2018-11,PA,3822,2,Panama
House to Pier,2018,2018,2018-11,HK,3662,3,Hong Kong
House to Pier,2018,2018,2018-11,SG,3001,4,Singapore
House to Pier,2018,2018,2018-11,GB,2433,5,United Kingdom
House to Pier,2018,2018,2018-11,MT,1798,6,Malta
House to Pier,2018,2018,2018-11,DE,1220,7,Germany
House to Pier,2018,2018,2018-11,PT,678,8,Portugal
House to Pier,2018,2018,2018-11,TW,652,9,Taiwan
House to Pier,2018,2018,2018-11,US,617,10,United States
House to Pier,2018,2018,2018-12,LR,5354,1,Liberia
House to Pier,2018,2018,2018-12,HK,4708,2,Hong Kong
House to Pier,2018,2018,2018-12,PA,3997,3,Panama
House to Pier,2018,2018,2018-12,GB,2756,4,United Kingdom
House to Pier,2018,2018,2018-12,SG,2529,5,Singapore
House to Pier,2018,2018,2018-12,MT,1590,6,Malta
House to Pier,2018,2018,2018-12,FR,1175,7,France
House to Pier,2018,2018,2018-12,PT,968,8,Portugal
House to Pier,2018,2018,2018-12,CY,771,9,Cyprus
House to Pier,2018,2018,2018-12,DE,685,10,Germany
House to Pier,2019,2019,2019-01,LR,7027,1,Liberia
House to Pier,2019,2019,2019-01,HK,4019,2,Hong Kong
House to Pier,2019,2019,2019-01,PA,3828,3,Panama
House to Pier,2019,2019,2019-01,FR,2883,4,France
House to Pier,2019,2019,2019-01,SG,2454,5,Singapore
House to Pier,2019,2019,2019-01,DE,1589,6,Germany
House to Pier,2019,2019,2019-01,CY,1133,7,Cyprus
House to Pier,2019,2019,2019-01,GB,1004,8,United Kingdom
House to Pier,2019,2019,2019-01,MT,865,9,Malta
House to Pier,2019,2019,2019-01,PT,652,10,Portugal
House to Pier,2019,2019,2019-02,HK,6121,1,Hong Kong
House to Pier,2019,2019,2019-02,LR,4795,2,Liberia
House to Pier,2019,2019,2019-02,PA,3655,3,Panama
House to Pier,2019,2019,2019-02,SG,2316,4,Singapore
House to Pier,2019,2019,2019-02,DE,1891,5,Germany
House to Pier,2019,2019,2019-02,GB,1677,6,United Kingdom
House to Pier,2019,2019,2019-02,FR,1321,7,France
House to Pier,2019,2019,2019-02,MT,1202,8,Malta
House to Pier,2019,2019,2019-02,PT,739,9,Portugal
House to Pier,2019,2019,2019-02,TW,531,10,Taiwan
House to Pier,2019,2019,2019-03,LR,7086,1,Liberia
House to Pier,2019,2019,2019-03,HK,4088,2,Hong Kong
House to Pier,2019,2019,2019-03,PA,4075,3,Panama
House to Pier,2019,2019,2019-03,SG,2602,4,Singapore
House to Pier,2019,2019,2019-03,MT,2328,5,Malta
House to Pier,2019,2019,2019-03,GB,2230,6,United Kingdom
House to Pier,2019,2019,2019-03,MH,2180,7,Marshall Islands
House to Pier,2019,2019,2019-03,FR,1513,8,France
House to Pier,2019,2019,2019-03,PT,1077,9,Portugal
House to Pier,2019,2019,2019-03,DE,951,10,Germany
House to Pier,2019,2019,2019-04,LR,7441,1,Liberia
House to Pier,2019,2019,2019-04,HK,3963,2,Hong Kong
House to Pier,2019,2019,2019-04,PA,3831,3,Panama
House to Pier,2019,2019,2019-04,SG,3538,4,Singapore
House to Pier,2019,2019,2019-04,FR,2770,5,France
House to Pier,2019,2019,2019-04,MT,2562,6,Malta
House to Pier,2019,2019,2019-04,DE,1447,7,Germany
House to Pier,2019,2019,2019-04,CY,1311,8,Cyprus
House to Pier,2019,2019,2019-04,GB,849,9,United Kingdom
House to Pier,2019,2019,2019-04,TW,810,10,Taiwan
House to Pier,2019,2019,2019-05,LR,6147,1,Liberia
House to Pier,2019,2019,2019-05,HK,5374,2,Hong Kong
House to Pier,2019,2019,2019-05,PA,3915,3,Panama
House to Pier,2019,2019,2019-05,SG,3081,4,Singapore
House to Pier,2019,2019,2019-05,MT,2864,5,Malta
House to Pier,2019,2019,2019-05,FR,1761,6,France
House to Pier,2019,2019,2019-05,DE,1573,7,Germany
House to Pier,2019,2019,2019-05,CY,947,8,Cyprus
House to Pier,2019,2019,2019-05,PT,887,9,Portugal
House to Pier,2019,2019,2019-05,GB,763,10,United Kingdom
House to Pier,2019,2019,2019-06,LR,5970,1,Liberia
House to Pier,2019,2019,2019-06,HK,4279,2,Hong Kong
House to Pier,2019,2019,2019-06,PA,3543,3,Panama
House to Pier,2019,2019,2019-06,DE,3439,4,Germany
House to Pier,2019,2019,2019-06,SG,3069,5,Singapore
House to Pier,2019,2019,2019-06,MT,3053,6,Malta
House to Pier,2019,2019,2019-06,FR,2185,7,France
House to Pier,2019,2019,2019-06,GB,1117,8,United Kingdom
House to Pier,2019,2019,2019-06,PT,710,9,Portugal
House to Pier,2019,2019,2019-06,CY,588,10,Cyprus
House to Pier,2019,2019,2019-07,LR,5905,1,Liberia
House to Pier,2019,2019,2019-07,HK,4593,2,Hong Kong
House to Pier,2019,2019,2019-07,DE,3503,3,Germany
House to Pier,2019,2019,2019-07,MT,3481,4,Malta
House to Pier,2019,2019,2019-07,FR,3160,5,France
House to Pier,2019,2019,2019-07,SG,3090,6,Singapore
House to Pier,2019,2019,2019-07,PA,2734,7,Panama
House to Pier,2019,2019,2019-07,PT,1490,8,Portugal
House to Pier,2019,2019,2019-07,CY,1399,9,Cyprus
House to Pier,2019,2019,2019-07,GB,720,10,United Kingdom
House to Pier,2019,2019,2019-08,PA,4163,1,Panama
House to Pier,2019,2019,2019-08,HK,4160,2,Hong Kong
House to Pier,2019,2019,2019-08,LR,4021,3,Liberia
House to Pier,2019,2019,2019-08,DE,3810,4,Germany
House to Pier,2019,2019,2019-08,SG,3484,5,Singapore
House to Pier,2019,2019,2019-08,MT,3107,6,Malta
House to Pier,2019,2019,2019-08,FR,1679,7,France
House to Pier,2019,2019,2019-08,CY,846,8,Cyprus
House to Pier,2019,2019,2019-08,PT,782,9,Portugal
House to Pier,2019,2019,2019-08,GB,746,10,United Kingdom
House to Pier,2019,2019,2019-09,HK,5079,1,Hong Kong
House to Pier,2019,2019,2019-09,LR,3715,2,Liberia
House to Pier,2019,2019,2019-09,DE,3499,3,Germany
House to Pier,2019,2019,2019-09,PA,3068,4,Panama
House to Pier,2019,2019,2019-09,FR,2477,5,France
House to Pier,2019,2019,2019-09,SG,2357,6,Singapore
House to Pier,2019,2019,2019-09,MT,2026,7,Malta
House to Pier,2019,2019,2019-09,PT,1138,8,Portugal
House to Pier,2019,2019,2019-09,GB,923,9,United Kingdom
House to Pier,2019,2019,2019-09,MH,905,10,Marshall Islands
House to Pier,2019,2019,2019-10,LR,4385,1,Liberia
House to Pier,2019,2019,2019-10,DE,3502,2,Germany
House to Pier,2019,2019,2019-10,HK,3304,3,Hong Kong
House to Pier,2019,2019,2019-10,PA,3076,4,Panama
House to Pier,2019,2019,2019-10,MT,2557,5,Malta
House to Pier,2019,2019,2019-10,SG,2069,6,Singapore
House to Pier,2019,2019,2019-10,FR,1895,7,France
House to Pier,2019,2019,2019-10,PT,1193,8,Portugal
House to Pier,2019,2019,2019-10,MH,821,9,Marshall Islands
House to Pier,2019,2019,2019-10,TW,668,10,Taiwan
House to Pier,2019,2019,2019-11,LR,3838,1,Liberia
House to Pier,2019,2019,2019-11,HK,3431,2,Hong Kong
House to Pier,2019,2019,2019-11,DE,3338,3,Germany
House to Pier,2019,2019,2019-11,PA,2909,4,Panama
House to Pier,2019,2019,2019-11,SG,2250,5,Singapore
House to Pier,2019,2019,2019-11,MT,1979,6,Malta
House to Pier,2019,2019,2019-11,FR,1825,7,France
House to Pier,2019,2019,2019-11,PT,1142,8,Portugal
House to Pier,2019,2019,2019-11,MH,937,9,Marshall Islands
House to Pier,2019,2019,2019-11,CY,674,10,Cyprus
House to Pier,2019,2019,2019-12,LR,5344,1,Liberia
House to Pier,2019,2019,2019-12,HK,3302,2,Hong Kong
House to Pier,2019,2019,2019-12,DE,3285,3,Germany
House to Pier,2019,2019,2019-12,MT,2795,4,Malta
House to Pier,2019,2019,2019-12,PA,2727,5,Panama
House to Pier,2019,2019,2019-12,SG,2499,6,Singapore
House to Pier,2019,2019,2019-12,FR,1667,7,France
House to Pier,2019,2019,2019-12,PT,1496,8,Portugal
House to Pier,2019,2019,2019-12,MH,914,9,Marshall Islands
House to Pier,2019,2019,2019-12,GB,579,10,United Kingdom
House to Pier,2020,2020,2020-01,LR,4861,1,Liberia
House to Pier,2020,2020,2020-01,DE,2941,2,Germany
House to Pier,2020,2020,2020-01,HK,2658,3,Hong Kong
House to Pier,2020,2020,2020-01,PA,2508,4,Panama
House to Pier,2020,2020,2020-01,MT,2411,5,Malta
House to Pier,2020,2020,2020-01,FR,2294,6,France
House to Pier,2020,2020,2020-01,SG,1067,7,Singapore
House to Pier,2020,2020,2020-01,PT,922,8,Portugal
House to Pier,2020,2020,2020-01,GB,770,9,United Kingdom
House to Pier,2020,2020,2020-01,TW,438,10,Taiwan
House to Pier,2020,2020,2020-02,LR,5274,1,Liberia
House to Pier,2020,2020,2020-02,DE,3595,2,Germany
House to Pier,2020,2020,2020-02,MT,3109,3,Malta
House to Pier,2020,2020,2020-02,PA,2528,4,Panama
House to Pier,2020,2020,2020-02,HK,2382,5,Hong Kong
House to Pier,2020,2020,2020-02,PT,2031,6,Portugal
House to Pier,2020,2020,2020-02,SG,1879,7,Singapore
House to Pier,2020,2020,2020-02,GB,496,8,United Kingdom
House to Pier,2020,2020,2020-02,MH,463,9,Marshall Islands
House to Pier,2020,2020,2020-02,AG,447,10,Antigua and Barbuda
House to Pier,2020,2020,2020-03,LR,7798,1,Liberia
House to Pier,2020,2020,2020-03,DE,5486,2,Germany
House to Pier,2020,2020,2020-03,PA,3666,3,Panama
House to Pier,2020,2020,2020-03,MT,2322,4,Malta
House to Pier,2020,2020,2020-03,HK,2286,5,Hong Kong
House to Pier,2020,2020,2020-03,FR,2271,6,France
House to Pier,2020,2020,2020-03,SG,1863,7,Singapore
House to Pier,2020,2020,2020-03,PT,1811,8,Portugal
House to Pier,2020,2020,2020-03,MH,957,9,Marshall Islands
House to Pier,2020,2020,2020-03,GB,815,10,United Kingdom
House to Pier,2020,2020,2020-04,LR,6059,1,Liberia
House to Pier,2020,2020,2020-04,SG,3364,2,Singapore
House to Pier,2020,2020,2020-04,FR,2679,3,France
House to Pier,2020,2020,2020-04,DE,2528,4,Germany
House to Pier,2020,2020,2020-04,PA,2433,5,Panama
House to Pier,2020,2020,2020-04,MT,2266,6,Malta
House to Pier,2020,2020,2020-04,HK,2198,7,Hong Kong
House to Pier,2020,2020,2020-04,PT,1055,8,Portugal
House to Pier,2020,2020,2020-04,MH,970,9,Marshall Islands
House to Pier,2020,2020,2020-04,CY,576,10,Cyprus
