type_of_service,actual_year,actual_year,actual_year_month,vessel_country_code,count,row_num,country_name
House to Pier,2020,2020,2020-05,LR,4854,1,Liberia
House to Pier,2020,2020,2020-05,MT,2977,2,Malta
House to Pier,2020,2020,2020-05,HK,2682,3,Hong Kong
House to Pier,2020,2020,2020-05,DE,2628,4,Germany
House to Pier,2020,2020,2020-05,PA,2331,5,Panama
House to Pier,2020,2020,2020-05,SG,1521,6,Singapore
House to Pier,2020,2020,2020-05,CY,1494,7,Cyprus
House to Pier,2020,2020,2020-05,FR,1123,8,France
House to Pier,2020,2020,2020-05,MH,932,9,Marshall Islands
House to Pier,2020,2020,2020-05,PT,783,10,Portugal
House to Pier,2020,2020,2020-06,LR,5497,1,Liberia
House to Pier,2020,2020,2020-06,HK,3738,2,Hong Kong
House to Pier,2020,2020,2020-06,DE,3251,3,Germany
House to Pier,2020,2020,2020-06,MT,2254,4,Malta
House to Pier,2020,2020,2020-06,PA,1998,5,Panama
House to Pier,2020,2020,2020-06,SG,1956,6,Singapore
House to Pier,2020,2020,2020-06,PT,1695,7,Portugal
House to Pier,2020,2020,2020-06,MH,1173,8,Marshall Islands
House to Pier,2020,2020,2020-06,FR,882,9,France
House to Pier,2020,2020,2020-06,CY,739,10,Cyprus
House to Pier,2020,2020,2020-07,LR,4617,1,Liberia
House to Pier,2020,2020,2020-07,HK,3824,2,Hong Kong
House to Pier,2020,2020,2020-07,MT,3634,3,Malta
House to Pier,2020,2020,2020-07,PA,2254,4,Panama
House to Pier,2020,2020,2020-07,MH,2165,5,Marshall Islands
House to Pier,2020,2020,2020-07,PT,1920,6,Portugal
House to Pier,2020,2020,2020-07,SG,1806,7,Singapore
House to Pier,2020,2020,2020-07,DE,1757,8,Germany
House to Pier,2020,2020,2020-07,FR,1582,9,France
House to Pier,2020,2020,2020-07,CY,1021,10,Cyprus
House to Pier,2020,2020,2020-08,LR,5678,1,Liberia
House to Pier,2020,2020,2020-08,HK,4525,2,Hong Kong
House to Pier,2020,2020,2020-08,PA,3755,3,Panama
House to Pier,2020,2020,2020-08,DE,3224,4,Germany
House to Pier,2020,2020,2020-08,MT,2651,5,Malta
House to Pier,2020,2020,2020-08,SG,2241,6,Singapore
House to Pier,2020,2020,2020-08,PT,1729,7,Portugal
House to Pier,2020,2020,2020-08,MH,1479,8,Marshall Islands
House to Pier,2020,2020,2020-08,US,790,9,United States
House to Pier,2020,2020,2020-08,CY,608,10,Cyprus
House to Pier,2020,2020,2020-09,LR,4795,1,Liberia
House to Pier,2020,2020,2020-09,HK,4460,2,Hong Kong
House to Pier,2020,2020,2020-09,PA,2298,3,Panama
House to Pier,2020,2020,2020-09,MT,2287,4,Malta
House to Pier,2020,2020,2020-09,SG,1671,5,Singapore
House to Pier,2020,2020,2020-09,DE,1608,6,Germany
House to Pier,2020,2020,2020-09,PT,1359,7,Portugal
House to Pier,2020,2020,2020-09,MH,1126,8,Marshall Islands
House to Pier,2020,2020,2020-09,FR,975,9,France
House to Pier,2020,2020,2020-09,CY,871,10,Cyprus
Mixed Delivery,2018,2018,2018-01,PA,18,1,Panama
Mixed Delivery,2018,2018,2018-01,GB,17,2,United Kingdom
Mixed Delivery,2018,2018,2018-01,LR,9,3,Liberia
Mixed Delivery,2018,2018,2018-01,IT,5,4,Italy
Mixed Delivery,2018,2018,2018-01,SG,5,5,Singapore
Mixed Delivery,2018,2018,2018-01,MT,1,6,Malta
Mixed Delivery,2018,2018,2018-01,TW,1,7,Taiwan
Mixed Delivery,2018,2018,2018-01,PT,1,8,Portugal
Mixed Delivery,2018,2018,2018-02,PA,20,1,Panama
Mixed Delivery,2018,2018,2018-02,LR,10,2,Liberia
Mixed Delivery,2018,2018,2018-02,PT,8,3,Portugal
Mixed Delivery,2018,2018,2018-02,GB,6,4,United Kingdom
Mixed Delivery,2018,2018,2018-02,MT,3,5,Malta
Mixed Delivery,2018,2018,2018-02,HK,2,6,Hong Kong
Mixed Delivery,2018,2018,2018-02,FR,1,7,France
Mixed Delivery,2018,2018,2018-03,PA,34,1,Panama
Mixed Delivery,2018,2018,2018-03,SG,8,2,Singapore
Mixed Delivery,2018,2018,2018-03,PT,6,3,Portugal
Mixed Delivery,2018,2018,2018-03,GB,5,4,United Kingdom
Mixed Delivery,2018,2018,2018-03,HK,5,5,Hong Kong
Mixed Delivery,2018,2018,2018-03,DE,4,6,Germany
Mixed Delivery,2018,2018,2018-03,MT,2,7,Malta
Mixed Delivery,2018,2018,2018-04,US,60,1,United States
Mixed Delivery,2018,2018,2018-04,PA,44,2,Panama
Mixed Delivery,2018,2018,2018-04,HK,22,3,Hong Kong
Mixed Delivery,2018,2018,2018-04,GB,13,4,United Kingdom
Mixed Delivery,2018,2018,2018-04,LR,7,5,Liberia
Mixed Delivery,2018,2018,2018-04,SG,7,6,Singapore
Mixed Delivery,2018,2018,2018-04,TW,3,7,Taiwan
Mixed Delivery,2018,2018,2018-04,FR,2,8,France
Mixed Delivery,2018,2018,2018-05,PA,19,1,Panama
Mixed Delivery,2018,2018,2018-05,SG,9,2,Singapore
Mixed Delivery,2018,2018,2018-05,MT,6,3,Malta
Mixed Delivery,2018,2018,2018-05,CY,5,4,Cyprus
Mixed Delivery,2018,2018,2018-05,TW,3,5,Taiwan
Mixed Delivery,2018,2018,2018-05,LR,2,6,Liberia
Mixed Delivery,2018,2018,2018-05,GB,2,7,United Kingdom
Mixed Delivery,2018,2018,2018-06,CY,29,1,Cyprus
Mixed Delivery,2018,2018,2018-06,PA,16,2,Panama
Mixed Delivery,2018,2018,2018-06,LR,8,3,Liberia
Mixed Delivery,2018,2018,2018-06,SG,7,4,Singapore
Mixed Delivery,2018,2018,2018-06,HK,6,5,Hong Kong
Mixed Delivery,2018,2018,2018-06,US,4,6,United States
Mixed Delivery,2018,2018,2018-06,TW,1,7,Taiwan
Mixed Delivery,2018,2018,2018-06,MT,1,8,Malta
Mixed Delivery,2018,2018,2018-07,DE,26,1,Germany
Mixed Delivery,2018,2018,2018-07,GB,14,2,United Kingdom
Mixed Delivery,2018,2018,2018-07,LR,12,3,Liberia
Mixed Delivery,2018,2018,2018-07,PA,11,4,Panama
Mixed Delivery,2018,2018,2018-07,HK,8,5,Hong Kong
Mixed Delivery,2018,2018,2018-07,FR,4,6,France
Mixed Delivery,2018,2018,2018-07,SG,3,7,Singapore
Mixed Delivery,2018,2018,2018-07,DK,3,8,Denmark
Mixed Delivery,2018,2018,2018-08,PA,11,1,Panama
Mixed Delivery,2018,2018,2018-08,PT,10,2,Portugal
Mixed Delivery,2018,2018,2018-08,DK,8,3,Denmark
Mixed Delivery,2018,2018,2018-08,SG,7,4,Singapore
Mixed Delivery,2018,2018,2018-08,LR,5,5,Liberia
Mixed Delivery,2018,2018,2018-08,HK,4,6,Hong Kong
Mixed Delivery,2018,2018,2018-08,MT,2,7,Malta
Mixed Delivery,2018,2018,2018-08,BM,1,8,Bermuda
Mixed Delivery,2018,2018,2018-09,PA,25,1,Panama
Mixed Delivery,2018,2018,2018-09,HK,17,2,Hong Kong
Mixed Delivery,2018,2018,2018-09,MT,7,3,Malta
Mixed Delivery,2018,2018,2018-09,DE,6,4,Germany
Mixed Delivery,2018,2018,2018-09,US,4,5,United States
Mixed Delivery,2018,2018,2018-09,GB,3,6,United Kingdom
Mixed Delivery,2018,2018,2018-09,LR,2,7,Liberia
Mixed Delivery,2018,2018,2018-10,PA,46,1,Panama
Mixed Delivery,2018,2018,2018-10,US,41,2,United States
Mixed Delivery,2018,2018,2018-10,SG,6,3,Singapore
Mixed Delivery,2018,2018,2018-10,FR,6,4,France
Mixed Delivery,2018,2018,2018-10,JP,4,5,Japan
Mixed Delivery,2018,2018,2018-10,HK,3,6,Hong Kong
Mixed Delivery,2018,2018,2018-11,US,49,1,United States
Mixed Delivery,2018,2018,2018-11,PA,14,2,Panama
Mixed Delivery,2018,2018,2018-11,FR,11,3,France
Mixed Delivery,2018,2018,2018-11,AG,2,4,Antigua and Barbuda
Mixed Delivery,2018,2018,2018-11,JP,2,5,Japan
Mixed Delivery,2018,2018,2018-11,TW,2,6,Taiwan
Mixed Delivery,2018,2018,2018-11,HK,2,7,Hong Kong
Mixed Delivery,2018,2018,2018-11,MT,2,8,Malta
Mixed Delivery,2018,2018,2018-11,GB,1,9,United Kingdom
Mixed Delivery,2018,2018,2018-11,SG,1,10,Singapore
Mixed Delivery,2018,2018,2018-12,PA,52,1,Panama
Mixed Delivery,2018,2018,2018-12,US,37,2,United States
Mixed Delivery,2018,2018,2018-12,MT,8,3,Malta
Mixed Delivery,2018,2018,2018-12,HK,8,4,Hong Kong
Mixed Delivery,2018,2018,2018-12,JP,6,5,Japan
Mixed Delivery,2018,2018,2018-12,GB,2,6,United Kingdom
Mixed Delivery,2018,2018,2018-12,LR,1,7,Liberia
Mixed Delivery,2019,2019,2019-01,PA,6,1,Panama
Mixed Delivery,2019,2019,2019-01,LR,4,2,Liberia
Mixed Delivery,2019,2019,2019-01,DE,4,3,Germany
Mixed Delivery,2019,2019,2019-01,MT,4,4,Malta
Mixed Delivery,2019,2019,2019-01,US,3,5,United States
Mixed Delivery,2019,2019,2019-01,HK,2,6,Hong Kong
Mixed Delivery,2019,2019,2019-01,PT,1,7,Portugal
Mixed Delivery,2019,2019,2019-02,PA,17,1,Panama
Mixed Delivery,2019,2019,2019-02,HK,8,2,Hong Kong
Mixed Delivery,2019,2019,2019-02,JP,8,3,Japan
Mixed Delivery,2019,2019,2019-02,US,7,4,United States
Mixed Delivery,2019,2019,2019-02,MT,6,5,Malta
Mixed Delivery,2019,2019,2019-02,GB,2,6,United Kingdom
Mixed Delivery,2019,2019,2019-02,PT,1,7,Portugal
Mixed Delivery,2019,2019,2019-03,LR,12,1,Liberia
Mixed Delivery,2019,2019,2019-03,SG,8,2,Singapore
Mixed Delivery,2019,2019,2019-03,MH,8,3,Marshall Islands
Mixed Delivery,2019,2019,2019-03,MT,8,4,Malta
Mixed Delivery,2019,2019,2019-03,PA,8,5,Panama
Mixed Delivery,2019,2019,2019-03,DE,3,6,Germany
Mixed Delivery,2019,2019,2019-03,FR,2,7,France
Mixed Delivery,2019,2019,2019-03,HK,1,8,Hong Kong
Mixed Delivery,2019,2019,2019-04,MT,22,1,Malta
Mixed Delivery,2019,2019,2019-04,SG,18,2,Singapore
Mixed Delivery,2019,2019,2019-04,PA,8,3,Panama
Mixed Delivery,2019,2019,2019-04,HK,5,4,Hong Kong
Mixed Delivery,2019,2019,2019-04,JP,4,5,Japan
Mixed Delivery,2019,2019,2019-04,LR,2,6,Liberia
Mixed Delivery,2019,2019,2019-04,GB,2,7,United Kingdom
Mixed Delivery,2019,2019,2019-05,FR,16,1,France
Mixed Delivery,2019,2019,2019-05,DE,14,2,Germany
Mixed Delivery,2019,2019,2019-05,PA,5,3,Panama
Mixed Delivery,2019,2019,2019-05,LR,3,4,Liberia
Mixed Delivery,2019,2019,2019-05,HK,2,5,Hong Kong
Mixed Delivery,2019,2019,2019-05,GB,1,6,United Kingdom
Mixed Delivery,2019,2019,2019-06,PA,20,1,Panama
Mixed Delivery,2019,2019,2019-06,JP,16,2,Japan
Mixed Delivery,2019,2019,2019-06,MH,10,3,Marshall Islands
Mixed Delivery,2019,2019,2019-06,LR,2,4,Liberia
Mixed Delivery,2019,2019,2019-07,PA,14,1,Panama
Mixed Delivery,2019,2019,2019-07,FR,8,2,France
Mixed Delivery,2019,2019,2019-07,SG,4,3,Singapore
Mixed Delivery,2019,2019,2019-07,HK,3,4,Hong Kong
Mixed Delivery,2019,2019,2019-07,LR,2,5,Liberia
Mixed Delivery,2019,2019,2019-07,GB,1,6,United Kingdom
Mixed Delivery,2019,2019,2019-08,GB,6,1,United Kingdom
Mixed Delivery,2019,2019,2019-08,SG,1,2,Singapore
Mixed Delivery,2019,2019,2019-08,PA,1,3,Panama
Mixed Delivery,2019,2019,2019-09,PA,29,1,Panama
Mixed Delivery,2019,2019,2019-09,DE,2,2,Germany
Mixed Delivery,2019,2019,2019-09,HK,2,3,Hong Kong
Mixed Delivery,2019,2019,2019-10,PA,12,1,Panama
Mixed Delivery,2019,2019,2019-10,HK,4,2,Hong Kong
Mixed Delivery,2019,2019,2019-10,GB,3,3,United Kingdom
Mixed Delivery,2019,2019,2019-10,US,2,4,United States
Mixed Delivery,2019,2019,2019-10,TW,2,5,Taiwan
Mixed Delivery,2019,2019,2019-11,PA,7,1,Panama
Mixed Delivery,2019,2019,2019-11,DE,6,2,Germany
Mixed Delivery,2019,2019,2019-11,LR,2,3,Liberia
Mixed Delivery,2019,2019,2019-11,GB,2,4,United Kingdom
Mixed Delivery,2019,2019,2019-11,HK,1,5,Hong Kong
Mixed Delivery,2019,2019,2019-11,MH,1,6,Marshall Islands
Mixed Delivery,2019,2019,2019-12,PA,18,1,Panama
Mixed Delivery,2019,2019,2019-12,HK,10,2,Hong Kong
Mixed Delivery,2019,2019,2019-12,MT,4,3,Malta
Mixed Delivery,2019,2019,2019-12,LR,2,4,Liberia
Mixed Delivery,2019,2019,2019-12,GB,1,5,United Kingdom
Mixed Delivery,2019,2019,2019-12,SG,1,6,Singapore
Mixed Delivery,2020,2020,2020-01,JP,20,1,Japan
Mixed Delivery,2020,2020,2020-01,PA,8,2,Panama
Mixed Delivery,2020,2020,2020-01,HK,5,3,Hong Kong
Mixed Delivery,2020,2020,2020-01,GB,3,4,United Kingdom
Mixed Delivery,2020,2020,2020-01,SG,3,5,Singapore
Mixed Delivery,2020,2020,2020-01,TW,2,6,Taiwan
Mixed Delivery,2020,2020,2020-01,DE,2,7,Germany
Mixed Delivery,2020,2020,2020-01,FR,1,8,France
Mixed Delivery,2020,2020,2020-02,PA,36,1,Panama
Mixed Delivery,2020,2020,2020-02,MH,6,2,Marshall Islands
Mixed Delivery,2020,2020,2020-02,GB,2,3,United Kingdom
Mixed Delivery,2020,2020,2020-02,HK,2,4,Hong Kong
Mixed Delivery,2020,2020,2020-02,SG,2,5,Singapore
Mixed Delivery,2020,2020,2020-02,FR,2,6,France
Mixed Delivery,2020,2020,2020-02,MT,2,7,Malta
Mixed Delivery,2020,2020,2020-02,DE,2,8,Germany
Mixed Delivery,2020,2020,2020-02,PT,1,9,Portugal
Mixed Delivery,2020,2020,2020-03,US,33,1,United States
Mixed Delivery,2020,2020,2020-03,DE,12,2,Germany
Mixed Delivery,2020,2020,2020-03,LR,10,3,Liberia
Mixed Delivery,2020,2020,2020-03,MT,8,4,Malta
Mixed Delivery,2020,2020,2020-03,PA,4,5,Panama
Mixed Delivery,2020,2020,2020-03,SG,2,6,Singapore
Mixed Delivery,2020,2020,2020-03,GB,2,7,United Kingdom
Mixed Delivery,2020,2020,2020-03,HK,2,8,Hong Kong
Mixed Delivery,2020,2020,2020-04,PA,36,1,Panama
Mixed Delivery,2020,2020,2020-04,FR,17,2,France
Mixed Delivery,2020,2020,2020-04,LR,7,3,Liberia
Mixed Delivery,2020,2020,2020-04,MT,6,4,Malta
Mixed Delivery,2020,2020,2020-05,US,19,1,United States
Mixed Delivery,2020,2020,2020-05,PA,9,2,Panama
Mixed Delivery,2020,2020,2020-05,DE,6,3,Germany
Mixed Delivery,2020,2020,2020-05,HK,5,4,Hong Kong
Mixed Delivery,2020,2020,2020-05,LR,2,5,Liberia
Mixed Delivery,2020,2020,2020-06,SG,6,1,Singapore
Mixed Delivery,2020,2020,2020-06,HK,6,2,Hong Kong
Mixed Delivery,2020,2020,2020-06,LR,5,3,Liberia
Mixed Delivery,2020,2020,2020-06,PA,2,4,Panama
Mixed Delivery,2020,2020,2020-06,FR,2,5,France
Mixed Delivery,2020,2020,2020-07,SG,6,1,Singapore
Mixed Delivery,2020,2020,2020-07,PA,6,2,Panama
Mixed Delivery,2020,2020,2020-07,HK,4,3,Hong Kong
Mixed Delivery,2020,2020,2020-07,LR,3,4,Liberia
Mixed Delivery,2020,2020,2020-07,GB,1,5,United Kingdom
Mixed Delivery,2020,2020,2020-07,GR,1,6,Greece
Mixed Delivery,2020,2020,2020-08,LR,22,1,Liberia
Mixed Delivery,2020,2020,2020-08,PA,7,2,Panama
Mixed Delivery,2020,2020,2020-08,HK,3,3,Hong Kong
Mixed Delivery,2020,2020,2020-08,MT,2,4,Malta
Mixed Delivery,2020,2020,2020-08,TW,2,5,Taiwan
Mixed Delivery,2020,2020,2020-08,MH,2,6,Marshall Islands
Mixed Delivery,2020,2020,2020-08,DE,2,7,Germany
Mixed Delivery,2020,2020,2020-09,FR,12,1,France
Mixed Delivery,2020,2020,2020-09,PA,6,2,Panama
Mixed Delivery,2020,2020,2020-09,LR,5,3,Liberia
Mixed Delivery,2020,2020,2020-09,MT,4,4,Malta
Mixed Delivery,2020,2020,2020-09,SG,3,5,Singapore
Mixed Delivery,2020,2020,2020-09,HK,3,6,Hong Kong
Mixed Delivery,2020,2020,2020-09,TW,3,7,Taiwan
Mixed Delivery,2020,2020,2020-09,PT,1,8,Portugal
Non Containerized,2018,2018,2018-01,US,1505,1,United States
Non Containerized,2018,2018,2018-01,PA,553,2,Panama
Non Containerized,2018,2018,2018-01,MH,165,3,Marshall Islands
Non Containerized,2018,2018,2018-01,MT,144,4,Malta
Non Containerized,2018,2018,2018-01,SG,137,5,Singapore
Non Containerized,2018,2018,2018-01,LR,76,6,Liberia
Non Containerized,2018,2018,2018-01,BM,64,7,Bermuda
Non Containerized,2018,2018,2018-01,GR,52,8,Greece
Non Containerized,2018,2018,2018-01,BS,39,9,Bahamas
Non Containerized,2018,2018,2018-01,NO,38,10,Norway
Non Containerized,2018,2018,2018-02,US,1224,1,United States
Non Containerized,2018,2018,2018-02,MH,513,2,Marshall Islands
Non Containerized,2018,2018,2018-02,GB,354,3,United Kingdom
Non Containerized,2018,2018,2018-02,PA,163,4,Panama
Non Containerized,2018,2018,2018-02,HK,158,5,Hong Kong
Non Containerized,2018,2018,2018-02,VU,93,6,Vanuatu
Non Containerized,2018,2018,2018-02,NL,78,7,Netherlands
Non Containerized,2018,2018,2018-02,SG,67,8,Singapore
Non Containerized,2018,2018,2018-02,LR,56,9,Liberia
Non Containerized,2018,2018,2018-02,GR,50,10,Greece
Non Containerized,2018,2018,2018-03,US,1930,1,United States
Non Containerized,2018,2018,2018-03,PA,438,2,Panama
Non Containerized,2018,2018,2018-03,VU,189,3,Vanuatu
Non Containerized,2018,2018,2018-03,LR,185,4,Liberia
Non Containerized,2018,2018,2018-03,MH,175,5,Marshall Islands
Non Containerized,2018,2018,2018-03,MT,166,6,Malta
Non Containerized,2018,2018,2018-03,BS,97,7,Bahamas
Non Containerized,2018,2018,2018-03,BM,90,8,Bermuda
Non Containerized,2018,2018,2018-03,GR,63,9,Greece
Non Containerized,2018,2018,2018-03,SG,52,10,Singapore
Non Containerized,2018,2018,2018-04,US,2398,1,United States
Non Containerized,2018,2018,2018-04,PA,469,2,Panama
Non Containerized,2018,2018,2018-04,BS,161,3,Bahamas
Non Containerized,2018,2018,2018-04,MH,153,4,Marshall Islands
Non Containerized,2018,2018,2018-04,MT,119,5,Malta
Non Containerized,2018,2018,2018-04,GR,83,6,Greece
Non Containerized,2018,2018,2018-04,LR,81,7,Liberia
Non Containerized,2018,2018,2018-04,HK,63,8,Hong Kong
Non Containerized,2018,2018,2018-04,SG,58,9,Singapore
Non Containerized,2018,2018,2018-04,NL,41,10,Netherlands
Non Containerized,2018,2018,2018-05,US,2661,1,United States
Non Containerized,2018,2018,2018-05,PA,881,2,Panama
Non Containerized,2018,2018,2018-05,MH,190,3,Marshall Islands
Non Containerized,2018,2018,2018-05,LR,124,4,Liberia
Non Containerized,2018,2018,2018-05,KR,102,5,South Korea
Non Containerized,2018,2018,2018-05,MT,76,6,Malta
Non Containerized,2018,2018,2018-05,BM,70,7,Bermuda
Non Containerized,2018,2018,2018-05,BS,63,8,Bahamas
Non Containerized,2018,2018,2018-05,GR,61,9,Greece
Non Containerized,2018,2018,2018-05,SG,51,10,Singapore
Non Containerized,2018,2018,2018-06,US,2576,1,United States
Non Containerized,2018,2018,2018-06,PA,626,2,Panama
Non Containerized,2018,2018,2018-06,NO,95,3,Norway
Non Containerized,2018,2018,2018-06,MH,75,4,Marshall Islands
Non Containerized,2018,2018,2018-06,HK,66,5,Hong Kong
Non Containerized,2018,2018,2018-06,LR,65,6,Liberia
Non Containerized,2018,2018,2018-06,SG,60,7,Singapore
Non Containerized,2018,2018,2018-06,BM,52,8,Bermuda
Non Containerized,2018,2018,2018-06,BS,47,9,Bahamas
Non Containerized,2018,2018,2018-06,MT,45,10,Malta
Non Containerized,2018,2018,2018-07,US,2110,1,United States
Non Containerized,2018,2018,2018-07,GB,418,2,United Kingdom
Non Containerized,2018,2018,2018-07,MT,240,3,Malta
Non Containerized,2018,2018,2018-07,PA,227,4,Panama
Non Containerized,2018,2018,2018-07,SG,214,5,Singapore
Non Containerized,2018,2018,2018-07,MH,206,6,Marshall Islands
Non Containerized,2018,2018,2018-07,HK,120,7,Hong Kong
Non Containerized,2018,2018,2018-07,BS,87,8,Bahamas
Non Containerized,2018,2018,2018-07,LR,82,9,Liberia
Non Containerized,2018,2018,2018-07,GR,59,10,Greece
Non Containerized,2018,2018,2018-08,US,2280,1,United States
Non Containerized,2018,2018,2018-08,PA,548,2,Panama
Non Containerized,2018,2018,2018-08,MH,275,3,Marshall Islands
Non Containerized,2018,2018,2018-08,GB,220,4,United Kingdom
Non Containerized,2018,2018,2018-08,BS,90,5,Bahamas
Non Containerized,2018,2018,2018-08,MT,90,6,Malta
Non Containerized,2018,2018,2018-08,GR,76,7,Greece
Non Containerized,2018,2018,2018-08,LR,66,8,Liberia
Non Containerized,2018,2018,2018-08,SG,64,9,Singapore
Non Containerized,2018,2018,2018-08,CN,60,10,China
Non Containerized,2018,2018,2018-09,US,1929,1,United States
Non Containerized,2018,2018,2018-09,PA,304,2,Panama
Non Containerized,2018,2018,2018-09,MH,154,3,Marshall Islands
Non Containerized,2018,2018,2018-09,BS,97,4,Bahamas
Non Containerized,2018,2018,2018-09,GR,90,5,Greece
Non Containerized,2018,2018,2018-09,SG,64,6,Singapore
Non Containerized,2018,2018,2018-09,LR,55,7,Liberia
Non Containerized,2018,2018,2018-09,BM,49,8,Bermuda
Non Containerized,2018,2018,2018-09,CA,30,9,Canada
Non Containerized,2018,2018,2018-09,NL,28,10,Netherlands
Non Containerized,2018,2018,2018-10,US,3184,1,United States
Non Containerized,2018,2018,2018-10,PA,528,2,Panama
Non Containerized,2018,2018,2018-10,MH,337,3,Marshall Islands
Non Containerized,2018,2018,2018-10,GR,111,4,Greece
Non Containerized,2018,2018,2018-10,MT,85,5,Malta
Non Containerized,2018,2018,2018-10,LR,82,6,Liberia
Non Containerized,2018,2018,2018-10,BS,73,7,Bahamas
Non Containerized,2018,2018,2018-10,SG,42,8,Singapore
Non Containerized,2018,2018,2018-10,GB,36,9,United Kingdom
Non Containerized,2018,2018,2018-10,CA,35,10,Canada
Non Containerized,2018,2018,2018-11,US,2280,1,United States
Non Containerized,2018,2018,2018-11,PA,558,2,Panama
Non Containerized,2018,2018,2018-11,CN,214,3,China
Non Containerized,2018,2018,2018-11,BS,201,4,Bahamas
Non Containerized,2018,2018,2018-11,MH,96,5,Marshall Islands
Non Containerized,2018,2018,2018-11,MT,93,6,Malta
Non Containerized,2018,2018,2018-11,GR,55,7,Greece
Non Containerized,2018,2018,2018-11,SG,54,8,Singapore
Non Containerized,2018,2018,2018-11,LR,38,9,Liberia
Non Containerized,2018,2018,2018-11,GB,30,10,United Kingdom
Non Containerized,2018,2018,2018-12,US,2276,1,United States
Non Containerized,2018,2018,2018-12,PA,288,2,Panama
Non Containerized,2018,2018,2018-12,MH,261,3,Marshall Islands
Non Containerized,2018,2018,2018-12,BS,160,4,Bahamas
Non Containerized,2018,2018,2018-12,VU,106,5,Vanuatu
Non Containerized,2018,2018,2018-12,MT,63,6,Malta
Non Containerized,2018,2018,2018-12,SG,59,7,Singapore
Non Containerized,2018,2018,2018-12,BM,55,8,Bermuda
Non Containerized,2018,2018,2018-12,LR,53,9,Liberia
Non Containerized,2018,2018,2018-12,GR,38,10,Greece
Non Containerized,2019,2019,2019-01,US,1942,1,United States
Non Containerized,2019,2019,2019-01,PA,438,2,Panama
Non Containerized,2019,2019,2019-01,BS,158,3,Bahamas
Non Containerized,2019,2019,2019-01,GB,97,4,United Kingdom
Non Containerized,2019,2019,2019-01,MT,68,5,Malta
Non Containerized,2019,2019,2019-01,LR,67,6,Liberia
Non Containerized,2019,2019,2019-01,MH,67,7,Marshall Islands
Non Containerized,2019,2019,2019-01,SG,63,8,Singapore
Non Containerized,2019,2019,2019-01,BM,60,9,Bermuda
Non Containerized,2019,2019,2019-01,NL,52,10,Netherlands
Non Containerized,2019,2019,2019-02,US,2051,1,United States
Non Containerized,2019,2019,2019-02,PA,598,2,Panama
Non Containerized,2019,2019,2019-02,LR,87,3,Liberia
Non Containerized,2019,2019,2019-02,MH,75,4,Marshall Islands
Non Containerized,2019,2019,2019-02,BM,63,5,Bermuda
Non Containerized,2019,2019,2019-02,SG,54,6,Singapore
Non Containerized,2019,2019,2019-02,MT,48,7,Malta
Non Containerized,2019,2019,2019-02,BS,44,8,Bahamas
Non Containerized,2019,2019,2019-02,GB,41,9,United Kingdom
Non Containerized,2019,2019,2019-02,AN,41,10,
Non Containerized,2019,2019,2019-03,US,1755,1,United States
Non Containerized,2019,2019,2019-03,PA,596,2,Panama
Non Containerized,2019,2019,2019-03,MH,134,3,Marshall Islands
Non Containerized,2019,2019,2019-03,BS,109,4,Bahamas
Non Containerized,2019,2019,2019-03,BM,94,5,Bermuda
Non Containerized,2019,2019,2019-03,SG,79,6,Singapore
Non Containerized,2019,2019,2019-03,LR,78,7,Liberia
Non Containerized,2019,2019,2019-03,VU,44,8,Vanuatu
Non Containerized,2019,2019,2019-03,NL,44,9,Netherlands
Non Containerized,2019,2019,2019-03,GB,38,10,United Kingdom
Non Containerized,2019,2019,2019-04,US,2378,1,United States
Non Containerized,2019,2019,2019-04,PA,482,2,Panama
Non Containerized,2019,2019,2019-04,MH,244,3,Marshall Islands
Non Containerized,2019,2019,2019-04,HK,93,4,Hong Kong
Non Containerized,2019,2019,2019-04,SG,73,5,Singapore
Non Containerized,2019,2019,2019-04,NL,61,6,Netherlands
Non Containerized,2019,2019,2019-04,BS,52,7,Bahamas
Non Containerized,2019,2019,2019-04,LR,43,8,Liberia
Non Containerized,2019,2019,2019-04,MT,42,9,Malta
Non Containerized,2019,2019,2019-04,VU,41,10,Vanuatu
Non Containerized,2019,2019,2019-05,US,2769,1,United States
Non Containerized,2019,2019,2019-05,PA,567,2,Panama
Non Containerized,2019,2019,2019-05,GB,217,3,United Kingdom
Non Containerized,2019,2019,2019-05,MH,166,4,Marshall Islands
Non Containerized,2019,2019,2019-05,LR,165,5,Liberia
Non Containerized,2019,2019,2019-05,BS,82,6,Bahamas
Non Containerized,2019,2019,2019-05,MT,71,7,Malta
Non Containerized,2019,2019,2019-05,PT,53,8,Portugal
Non Containerized,2019,2019,2019-05,SG,52,9,Singapore
Non Containerized,2019,2019,2019-05,NL,48,10,Netherlands
Non Containerized,2019,2019,2019-06,US,2394,1,United States
Non Containerized,2019,2019,2019-06,PA,416,2,Panama
Non Containerized,2019,2019,2019-06,LR,272,3,Liberia
Non Containerized,2019,2019,2019-06,GB,164,4,United Kingdom
Non Containerized,2019,2019,2019-06,MH,163,5,Marshall Islands
Non Containerized,2019,2019,2019-06,SG,92,6,Singapore
Non Containerized,2019,2019,2019-06,GR,76,7,Greece
Non Containerized,2019,2019,2019-06,BS,75,8,Bahamas
Non Containerized,2019,2019,2019-06,MT,62,9,Malta
Non Containerized,2019,2019,2019-06,NL,49,10,Netherlands
Non Containerized,2019,2019,2019-07,US,2339,1,United States
